linkedin_url,headline,City,State,Country,Job_Title,Employer,Grad_Year,Degree,Degree_Program,Degree_Major,Index,field_of_study,education_start_year,education_end_year,current_job_title,current_job_description,current_company_name,current_company_url,current_job_industry,current_job_country,current_job_location,current_job_start_date,previous_job_title,previous_job_description,previous_company_name,total_experience_years,skills,total_experience_count,has_current_job_description,has_previous_job_description,profile_text,skills_list,skill_count
external_validation_index_436,field marketing intern,Arlington,Virginia,United States,Lead Portfolio Analyst,CareFirst BlueCross BlueShield,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,436,master of science ms marketing,2021,2022,field marketing intern,ä gained event management experience by attending and assisting allied staff at evening screenings and events ä ideated and executed social media and digital campaigns to engage influencers and expand digital reach ä read directives participated in brainstorming with team lead and learned how to develop a pitch,allied global marketing,http://www.alliedglobalmarketing.com,advertising services,kuwait,"washington, district of columbia, united states",2023-09-01T00:00:00Z,promotions assistant,ä coordinated and attended client meetings with sellers and sales managers to plan events and event logistics ä collaborated with multiple marketing departments to create and execute daily activities from start to finish that promote the station ä conducted on site promotions handled clients and listeners set up and ran audio equipment and recorded events ä prepared contest rules waivers and release forms for on air digital and social media contests ä supervised prize inventory and in studio prize sheets as well as awarding of prizes at events,iHeartMedia,4.4,"social media,event management,radio promotions,leadership,writing,research skills,sports management,business administration,marketing,management,receptionist duties,customer service,pet care,microsoft word",3,1,1,field marketing intern field marketing intern ä gained event management experience by attending and assisting allied staff at evening screenings and events ä ideated and executed social media and digital campaigns to engage influencers and expand digital reach ä read directives participated in brainstorming with team lead and learned how to develop a pitch allied global marketing promotions assistant ä coordinated and attended client meetings with sellers and sales managers to plan events and event logistics ä collaborated with multiple marketing departments to create and execute daily activities from start to finish that promote the station ä conducted on site promotions handled clients and listeners set up and ran audio equipment and recorded events ä prepared contest rules waivers and release forms for on air digital and social media contests ä supervised prize inventory and in studio prize sheets as well as awarding of prizes at events,"social media, event management, radio promotions, leadership, writing, research skills, sports management, business administration, marketing, management, receptionist duties, customer service, pet care, microsoft word",14
external_validation_index_437,management consultant,Unknown,Unknown,Unknown,Executive Customer Marketing,Amazon Web Services (AWS),2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,437,doctor of law jd,0,0,management consultant,,ui solutions group,https://uisg.com/,software development,united states,"chicago, illinois, united states",2023-03-01T00:00:00Z,international tax associate,,PwC,9.2,"accounting,financial reporting,analytical skills,pivot tables,strategy,investment management,management accounting,microsoft excel,microsoft word,microsoft powerpoint,management information systems (mis),planning budgeting & forecasting,big data analytics,cch,prosystem fx tax,year-end close,microsoft office,customer service,financial accounting,teamwork",6,0,0,management consultant management consultant ui solutions group international tax associate,"accounting, financial reporting, analytical skills, pivot tables, strategy, investment management, management accounting, microsoft excel, microsoft word, microsoft powerpoint, management information systems (mis), planning budgeting & forecasting, big data analytics, cch, prosystem fx tax, year-end close, microsoft office, customer service, financial accounting, teamwork",20
external_validation_index_438,tax manager,Cleveland Heights,Ohio,United States,Marketing Analyst,Hose Master LLC,2019,BS in Business Administration,Business Administration: Entrepreneurship (BSBA),Business Administration,438,master of science ms taxation,0,0,tax manager,,sikich,https://www.sikich.com,business consulting and services,united states,unknown,2025-09-01T00:00:00Z,tax,,CohnReznick LLP,4.8,"process improvement,cross-functional team leadership",2,0,0,tax manager tax manager sikich tax,"process improvement, cross-functional team leadership",2
external_validation_index_439,deputy program manager,Santa Ana,Unknown,Costa Rica,Sales Associate,Solemar,2020,BS in Business Administration,Business Administration: Entrepreneurship: Marketing (BSBA),Business Administration,439,master of business administration mba business administration and management general,2017,2020,deputy program manager,,anavation llc,http://www.anavationllc.com/,it services and it consulting,united states,"reston, virginia, united states",2025-02-01T00:00:00Z,project manager,,Leidos,9.9,"program management,sales,sales operations,customer service,retail,customer satisfaction,leadership,new business development,team building,sales management,inventory management,business development,time management,social media,public speaking,microsoft excel,strategic planning,microsoft word,microsoft office,event planning",5,0,0,deputy program manager deputy program manager anavation llc project manager,"program management, sales, sales operations, customer service, retail, customer satisfaction, leadership, new business development, team building, sales management, inventory management, business development, time management, social media, public speaking, microsoft excel, strategic planning, microsoft word, microsoft office, event planning",20
external_validation_index_440,investment operations associate,Washington,District of Columbia,United States,Investment Operations Associate,"ImpactAssets, Inc.",2020,BS in Business Administration,Business Administration: Entrepreneurship: Finance (BSBA),Business Administration,440,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,investment operations associate,,0
external_validation_index_441,data manager,Beijing,Unknown,China,Unknown,Unknown,2019,Master of Science,Analytics (MS),Analytics,441,master of science ms analytics,2020,2022,data manager,analyzing and defining data requirements and specifications developing and administering data policies standards and procedures and ensuring the rigorous application of information security information assurance policies principles and practices in the delivery of data management services designing normalizing developing installing and implementing databases and evaluating and providing recommendations on new database technologies and architectures analyzing and planning for anticipated changes in data capacity requirements developing and implementing data mining and data warehousing programs maintaining monitoring performance tuning backup and recovery of databases,defense information systems agency,http://disa.mil,it services and it consulting,united states,"fort george g. meade, maryland, united states",2015-10-01T00:00:00Z,senior systems analyst strategic information technology it partner,enterprise architecture configuration engineering and solutions center joint service provider capabilities products and services catalog manager,Defense Information Systems Agency,29.7,"data,big data,statistical data analysis,data analysis,business development,business process improvement,business analysis,itil,it service management,it operations,program management,technical support,troubleshooting,dod,service desk,incident management,customer relations,tcp/ip,business process,software installation",13,1,1,data manager data manager analyzing and defining data requirements and specifications developing and administering data policies standards and procedures and ensuring the rigorous application of information security information assurance policies principles and practices in the delivery of data management services designing normalizing developing installing and implementing databases and evaluating and providing recommendations on new database technologies and architectures analyzing and planning for anticipated changes in data capacity requirements developing and implementing data mining and data warehousing programs maintaining monitoring performance tuning backup and recovery of databases defense information systems agency senior systems analyst strategic information technology it partner enterprise architecture configuration engineering and solutions center joint service provider capabilities products and services catalog manager,"data, big data, statistical data analysis, data analysis, business development, business process improvement, business analysis, itil, it service management, it operations, program management, technical support, troubleshooting, dod, service desk, incident management, customer relations, tcp/ip, business process, software installation",20
external_validation_index_442,unknown,Washington,District of Columbia,United States,Unknown,Unknown,2020,Bachelor of Science,Finance (BS),Finance,442,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,unknown,,0
external_validation_index_443,unknown,Washington,District of Columbia,United States,Unknown,Unknown,2020,Bachelor of Science,Finance (BS),Finance,443,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,unknown,,0
external_validation_index_444,ski instructor,Silver Spring,Maryland,United States,Unknown,Unknown,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,444,bachelor of science bs business administration and management,2016,2019,ski instructor,professional ski instructors of america alpine level certification children s specialist level certification ä teaches skiing skills during the seasonal winter months to classes of adults and children with class size of students ä anticipates family äôs needs and offers detailed reports of children äôs daily activities and schedule ä inspects mountain surroundings to maintain a secure environment to ensure safety and well being of guests,arapahoe basin ski area,http://www.arapahoebasin.com/,recreational facilities,united states,colorado,2014-11-01T00:00:00Z,disney college program quick service food beverage,ä worked as a quick service food and beverage cast member at contempo caf in disney äôs contemporary resort ä actively displayed the äúfour keys äù of the walt disney company safety courtesy show and efficiency ä recognized for exceptional ability to create magical moments to enhance the guest experience ä managed multiple tasks in a high volume fast paced environment for restaurant to average sales of daily,Walt Disney World,14.6,"leadership,team building,writing,public speaking,organizational leadership,microsoft office,microsoft word,microsoft excel,microsoft powerpoint,teamwork,team leadership,community outreach,editing,social media,event planning,skiing,teaching",14,1,1,ski instructor ski instructor professional ski instructors of america alpine level certification children s specialist level certification ä teaches skiing skills during the seasonal winter months to classes of adults and children with class size of students ä anticipates family äôs needs and offers detailed reports of children äôs daily activities and schedule ä inspects mountain surroundings to maintain a secure environment to ensure safety and well being of guests arapahoe basin ski area disney college program quick service food beverage ä worked as a quick service food and beverage cast member at contempo caf in disney äôs contemporary resort ä actively displayed the äúfour keys äù of the walt disney company safety courtesy show and efficiency ä recognized for exceptional ability to create magical moments to enhance the guest experience ä managed multiple tasks in a high volume fast paced environment for restaurant to average sales of daily,"leadership, team building, writing, public speaking, organizational leadership, microsoft office, microsoft word, microsoft excel, microsoft powerpoint, teamwork, team leadership, community outreach, editing, social media, event planning, skiing, teaching",17
external_validation_index_445,personnel support specialist,Alexandria,Virginia,United States,Technical Advisor/Business Financial Manager,Systems Planning & Analysis,2019,Master of Science,Finance (MS),Finance,445,bachelor of science bs business administration,2017,2019,personnel support specialist,,hope counseling and wellness llc,NA,unknown,united states,unknown,2023-07-01T00:00:00Z,barista,,Brio Coffeehouse Inc.,7.9,"design project management,home improvement,personal assistance,nannying,creative writing,photography,image editing,text editing,restaurant hosting,quality control,quality assurance,customer experience,business expansion,office ally,microsoft teams,microsoft sharepoint,canva,pinterest,content development,project managemt",5,0,0,personnel support specialist personnel support specialist hope counseling and wellness llc barista,"design project management, home improvement, personal assistance, nannying, creative writing, photography, image editing, text editing, restaurant hosting, quality control, quality assurance, customer experience, business expansion, office ally, microsoft teams, microsoft sharepoint, canva, pinterest, content development, project managemt",20
external_validation_index_446,senior tax associate,Fairfax,Virginia,United States,Unknown,Unknown,2019,Master of Science,Analytics (MS) [Online],Analytics,446,master of science ms accounting,2020,2020,senior tax associate,,cypress creek renewables,https://cypresscreekenergy.com/,renewable energy power generation,united states,"washington, district of columbia, united states",2026-01-01T00:00:00Z,senior tax accountant,,KPMG,12.8,"tax compliance,federal tax,tax,customer service,microsoft excel,teamwork,time management,training",7,0,0,senior tax associate senior tax associate cypress creek renewables senior tax accountant,"tax compliance, federal tax, tax, customer service, microsoft excel, teamwork, time management, training",8
external_validation_index_447,growth operations coordinator,Guatemala,Unknown,Guatemala,"Senior Analyst, Sales & Customer Analytics",Healthfirst,2020,BS in Business Administration,Business Administration & Studio Art (BSBA),Studio Art,447,bachelor of science bs accounting,0,0,growth operations coordinator,ä collects and enters data into crm including leads and pursuits contacts and firm initiatives ä maintains detailed client records and captures client and or broker pm feedback in crm ä manages and coordinates studio lead opportunity and contact pipelines and conduct meetings for review ä conducts research projects used for business development efforts including company and industry research pursuit lists and competitive intelligence ä leverages crm to prepare detailed and researched bd preps in preparation for key meetings and interviews ä assists and collaborates with senior business development on crm database management and firm growth initiatives ä develops and executes strategic communications tee ups direct emails etc to advance the firm äôs win rate ä enter and review project data into deltek vantagepoint to ensure accuracy ä works alongside the president co ceo to advance their opportunity and contact pipelines as well as firm initiatives ä attends local events to cultivate new contacts deepen relationships and educate clients on otj s value and offerings ä manages firm wide industry events calendar to maintain otj s presence at local events ä co lead the community culture engagement group to nurture and promote otj s distinct culture core values as well as encourage engagement across the firm,otj architects,http://www.otj.com/,architecture and planning,united states,"washington, district of columbia, united states",2023-01-01T00:00:00Z,real estate accounting coordinator,elme communities f k a washington reit ä provided day to day support and assistance to real estate accounting team ä reviewed rd party s accenture application of cash payments and accounts receivable spreading in jde research and resolve issues deposit checks weekly ä managed invoice payment process by coding and routing department invoices for approval in nexus systems ä created journal entries for expenses accruals and reclasses ä prepared monthly upload of multifamily general ledger detail and reconciliations ä tracked and deposited government rent relief payments for multifamily residents and communicate with third party management greystar and bozzuto ä performed data validation of new erp systems yardi and test processes to ensure accuracy ä performed quarterly review of earnings release supplemental report and q to ensure data tick marks and spelling grammatical accuracy for quality control process before submission of public filings ä trained two new property operations coordinators on invoice processing in nexus systems and project management job creation in jde to handle requests from their department ä authored sops on jde project management job creation jira and multifamily quarterly lease testing ä provided disposition support by pulling tenant files and coordinating pickup with buyers for million commercial portfolio sale ä provided multifamily acquisition support by documenting meeting notes decisions and action items,Elme Communities,7.3,"competitive intelligence,costar,real estate,business development,internal and external communications,business development strategy,deltek,strategic growth,strategic business development,growth strategies,salesforce lightning,commercial real estate",3,1,1,growth operations coordinator growth operations coordinator ä collects and enters data into crm including leads and pursuits contacts and firm initiatives ä maintains detailed client records and captures client and or broker pm feedback in crm ä manages and coordinates studio lead opportunity and contact pipelines and conduct meetings for review ä conducts research projects used for business development efforts including company and industry research pursuit lists and competitive intelligence ä leverages crm to prepare detailed and researched bd preps in preparation for key meetings and interviews ä assists and collaborates with senior business development on crm database management and firm growth initiatives ä develops and executes strategic communications tee ups direct emails etc to advance the firm äôs win rate ä enter and review project data into deltek vantagepoint to ensure accuracy ä works alongside the president co ceo to advance their opportunity and contact pipelines as well as firm initiatives ä attends local events to cultivate new contacts deepen relationships and educate clients on otj s value and offerings ä manages firm wide industry events calendar to maintain otj s presence at local events ä co lead the community culture engagement group to nurture and promote otj s distinct culture core values as well as encourage engagement across the firm otj architects real estate accounting coordinator elme communities f k a washington reit ä provided day to day support and assistance to real estate accounting team ä reviewed rd party s accenture application of cash payments and accounts receivable spreading in jde research and resolve issues deposit checks weekly ä managed invoice payment process by coding and routing department invoices for approval in nexus systems ä created journal entries for expenses accruals and reclasses ä prepared monthly upload of multifamily general ledger detail and reconciliations ä tracked and deposited government rent relief payments for multifamily residents and communicate with third party management greystar and bozzuto ä performed data validation of new erp systems yardi and test processes to ensure accuracy ä performed quarterly review of earnings release supplemental report and q to ensure data tick marks and spelling grammatical accuracy for quality control process before submission of public filings ä trained two new property operations coordinators on invoice processing in nexus systems and project management job creation in jde to handle requests from their department ä authored sops on jde project management job creation jira and multifamily quarterly lease testing ä provided disposition support by pulling tenant files and coordinating pickup with buyers for million commercial portfolio sale ä provided multifamily acquisition support by documenting meeting notes decisions and action items,"competitive intelligence, costar, real estate, business development, internal and external communications, business development strategy, deltek, strategic growth, strategic business development, growth strategies, salesforce lightning, commercial real estate",12
external_validation_index_448,founder,Moscow,Unknown,Russian Federation,Student Wages,American University,2020,BS in Business Administration,Business Administration: Info Syst/Tech: Marketing (BSBA),Business Administration,448,bachelor äôs degree business administration and management general,2016,2020,founder,produced eighteen documentaries over the course of two years created informational posters about various class topics led a team of videographers through the process of recording school events,sis media,NA,unknown,united states,unknown,2014-08-01T00:00:00Z,,,NA,1.8,"microsoft office,customer service,management,microsoft excel,microsoft word,leadership,microsoft powerpoint,research,public speaking,project management,adobe photoshop,adobe illustrator,adobe premiere pro,final cut pro",1,1,0,founder founder produced eighteen documentaries over the course of two years created informational posters about various class topics led a team of videographers through the process of recording school events sis media,"microsoft office, customer service, management, microsoft excel, microsoft word, leadership, microsoft powerpoint, research, public speaking, project management, adobe photoshop, adobe illustrator, adobe premiere pro, final cut pro",14
external_validation_index_449,cybersecurity project manager program operations specialist fema,Washington,District of Columbia,United States,Cybersecurity Project Manager/Program Operations Specialist - Fema,Wilco,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,449,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,cybersecurity project manager program operations specialist fema,,0
external_validation_index_450,sr manager technology finance strategy,Unknown,Unknown,Unknown,Finance Manager,Patio Capital Partners,2019,Bachelor of Science,Finance (BS),Finance,450,master s degree data analytics,2018,2019,sr manager technology finance strategy,supporting non labor technology costs cloud software hardware telecom and more,the home depot,http://www.careers.homedepot.com,retail,united states,unknown,2025-03-01T00:00:00Z,sr manager technology finance strategy,supporting core technology teams infrastructure cybersecurity and enterprise architecture,The Home Depot,12.7,"leadership,business process improvement,analytical skills,social media,business development,community outreach,event planning,marketing,sales,social networking,economics,research,project management,campaign management,forecasting,microsoft office,powerpoint,microsoft word,microsoft excel,facebook",15,1,1,sr manager technology finance strategy sr manager technology finance strategy supporting non labor technology costs cloud software hardware telecom and more the home depot sr manager technology finance strategy supporting core technology teams infrastructure cybersecurity and enterprise architecture,"leadership, business process improvement, analytical skills, social media, business development, community outreach, event planning, marketing, sales, social networking, economics, research, project management, campaign management, forecasting, microsoft office, powerpoint, microsoft word, microsoft excel, facebook",20
external_validation_index_451,senior marketing coordinator,Fair Lawn,New Jersey,United States,Senior Marketing Coordinator,Digital Media Solutions,2019,BS in Business Administration,Business Administration & Comm: Film and Media Arts (BSBA),Comm: Film & Media Arts,451,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,senior marketing coordinator,,0
external_validation_index_452,operations coordinator,Fredericksburg,Virginia,United States,Unknown,Unknown,2020,Master of Business Admin,Business Administration (MBA),Business Administration,452,bachelor s degree business administration and management general,2016,2020,operations coordinator,,rividium inc,http://www.rividium.com,it services and it consulting,united states,"tysons corner, va",2024-10-01T00:00:00Z,business development representative,ä initiated perspective client outreach within the dc metro and ca areas driven by comprehensive research via linkedin idealist hubspot and other tools ä maintained a crm pipeline within salesforce delivered weekly sales and revenue updates to executive management ä exceeded of sales target in the first year and delivered new clients increasing the total number of accounts by more than ä spearheaded the creation of a new business development processes created internal training material for new bdrs and generated marketing material for outbound sales,Careers In Nonprofits,12.8,"microsoft office,business development,salesforce.com,new business development,jira",7,0,1,operations coordinator operations coordinator rividium inc business development representative ä initiated perspective client outreach within the dc metro and ca areas driven by comprehensive research via linkedin idealist hubspot and other tools ä maintained a crm pipeline within salesforce delivered weekly sales and revenue updates to executive management ä exceeded of sales target in the first year and delivered new clients increasing the total number of accounts by more than ä spearheaded the creation of a new business development processes created internal training material for new bdrs and generated marketing material for outbound sales,"microsoft office, business development, salesforce.com, new business development, jira",5
external_validation_index_453,contracts manager contracts financial operations,Alexandria,Virginia,United States,Project Manager,International Advisory Products And Systems,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,453,bachelor of business administration b b a international business,2016,2019,contracts manager contracts financial operations,i operate as a contracts manager within elettronica äôs uae branch managing the end to end contractual and payment execution cycle for a ç m annual portfolio across defense contracts spanning naval land and air platforms acting as a key interface between hq the uae ministry of defence tawazun economic council and banking institutions i ensure the successful execution of contracts through to payment my role centers on owning the full documentation and operational process that enables revenue realization including the preparation validation and submission of complex contractual documentation aligned with letters of credit ensuring accuracy compliance and timely collection i lead cross functional coordination across hq teams field service representatives and local operations to consolidate and formalize all payment enabling documentation while also managing direct relationships with banks to resolve discrepancies and safeguard continuity of financial flow a core contribution has been structuring and implementing a coordinated information flow and control framework across international stakeholders improving traceability and execution across the full contract lifecycle i regularly engage with military and institutional stakeholders to secure acceptance and delivery certifications operating in high trust highly regulated environments while also overseeing customs clearance coordination and supporting operational security processes related to personnel access and compliance,elt group,www.eltgroup.net,defense and space manufacturing,united states,abu dhabi,2024-10-01T00:00:00Z,junior contract accountant,supported the management and validation of contractual and financial documentation for ongoing projects ensuring alignment with contract terms and banking requirements assisted in reviewing invoices delivery documentation and acceptance certificates to verify accuracy cross references and compliance prior to submission contributed to weekly reporting on documentation status payment tracking and discrepancy resolution helping maintain transparency across contract workflows worked closely with internal departments and external stakeholders to develop a strong understanding of contract structures payment processes and compliance requirements building the foundation for increased responsibility and eventual promotion to a lead role,ELT Group,15.7,"shopify development & optimization,seo & product optimization,conversion optimization,digital transformation,content creation,digital marketing & paid ads,brand development,operations management,interpersonal communication,presentation skills,adaptability,public speaking,office coordination,attention to detail,time management,administrative assistance,professional communication,process optimization & reporting,contract management,cross-functional collaborations",11,1,1,contracts manager contracts financial operations contracts manager contracts financial operations i operate as a contracts manager within elettronica äôs uae branch managing the end to end contractual and payment execution cycle for a ç m annual portfolio across defense contracts spanning naval land and air platforms acting as a key interface between hq the uae ministry of defence tawazun economic council and banking institutions i ensure the successful execution of contracts through to payment my role centers on owning the full documentation and operational process that enables revenue realization including the preparation validation and submission of complex contractual documentation aligned with letters of credit ensuring accuracy compliance and timely collection i lead cross functional coordination across hq teams field service representatives and local operations to consolidate and formalize all payment enabling documentation while also managing direct relationships with banks to resolve discrepancies and safeguard continuity of financial flow a core contribution has been structuring and implementing a coordinated information flow and control framework across international stakeholders improving traceability and execution across the full contract lifecycle i regularly engage with military and institutional stakeholders to secure acceptance and delivery certifications operating in high trust highly regulated environments while also overseeing customs clearance coordination and supporting operational security processes related to personnel access and compliance elt group junior contract accountant supported the management and validation of contractual and financial documentation for ongoing projects ensuring alignment with contract terms and banking requirements assisted in reviewing invoices delivery documentation and acceptance certificates to verify accuracy cross references and compliance prior to submission contributed to weekly reporting on documentation status payment tracking and discrepancy resolution helping maintain transparency across contract workflows worked closely with internal departments and external stakeholders to develop a strong understanding of contract structures payment processes and compliance requirements building the foundation for increased responsibility and eventual promotion to a lead role,"shopify development & optimization, seo & product optimization, conversion optimization, digital transformation, content creation, digital marketing & paid ads, brand development, operations management, interpersonal communication, presentation skills, adaptability, public speaking, office coordination, attention to detail, time management, administrative assistance, professional communication, process optimization & reporting, contract management, cross-functional collaborations",20
external_validation_index_454,esg controller associate,Alexandria,Virginia,United States,Project Manager,International Advisory Products And Systems,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,454,master of science ms sustainability management,2018,2019,esg controller associate,,goldman sachs,http://www.goldmansachs.com,financial services,united states,"new york, new york, united states",2024-06-01T00:00:00Z,sustainable finance,develop presentations for clients and potential clients to review their sustainability strategy around target areas and publicly disclosed esg targets to highlights potential use of proceed options and or targets to use in financing options consult with clients to grow their sustainability strategy to help them find new targets areas and initiatives to reach their sustainability targets and improve third party esg ratings review updated sustainability reporting guidelines e g eu taxonomy sec climate related disclosures manage the americas region äôs sustainable finance reporting to support ing corporate financing goals identify projects and initiatives for employees äô participation to support office sustainability and grow ing äôs community involvement prepare corporate executives for global conferences to discuss industry trends and ing expertise in industry,ING,10.8,"microsoft office,customer service,microsoft excel,management,leadership,project management,microsoft word,powerpoint,strategic planning,data analysis",11,0,1,esg controller associate esg controller associate goldman sachs sustainable finance develop presentations for clients and potential clients to review their sustainability strategy around target areas and publicly disclosed esg targets to highlights potential use of proceed options and or targets to use in financing options consult with clients to grow their sustainability strategy to help them find new targets areas and initiatives to reach their sustainability targets and improve third party esg ratings review updated sustainability reporting guidelines e g eu taxonomy sec climate related disclosures manage the americas region äôs sustainable finance reporting to support ing corporate financing goals identify projects and initiatives for employees äô participation to support office sustainability and grow ing äôs community involvement prepare corporate executives for global conferences to discuss industry trends and ing expertise in industry,"microsoft office, customer service, microsoft excel, management, leadership, project management, microsoft word, powerpoint, strategic planning, data analysis",10
external_validation_index_455,assistant language teacher,Brooklyn,New York,United States,Project Management Live Session Instructor,Ziplines Education,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,455,masters of science in sustainability management sustainability management,2016,2019,assistant language teacher,developed and implemented english lessons at the high school level with a focus on sustainability and cultural exchange at omagari agricultural high school led presentations and workshops for improving english curriculum in japanese high schools as a prefectural block assistant solidified ability to work in a japanese work environment independently and jointly as a faculty member,japan exchange and teaching program me jet,http://www.jetprogramme.org/,international affairs,japan,"daisen, akita, japan",2022-04-01T00:00:00Z,senior administration technician,contributed to various dpu data projects as a member of the enterprise asset management department led training seminars for gis training applications for the department of public utilities developed enterprise asset management gis applications and data solutions for dpu projects handled metrics and guidelines as it pertains to enterprise asset management,"City of Richmond, Virginia",12.7,"circular economy,smart cities,teaching english as a foreign language,canva,microsoft office,international relations,project management,interpersonal skills,cross-cultural communication skills,data analysis,environmental,social,and governance (esg),enterprise risk management,business analysis,communication,qualified teacher,team building,early childhood education,adult education,sustainability,regional planning",6,1,1,assistant language teacher assistant language teacher developed and implemented english lessons at the high school level with a focus on sustainability and cultural exchange at omagari agricultural high school led presentations and workshops for improving english curriculum in japanese high schools as a prefectural block assistant solidified ability to work in a japanese work environment independently and jointly as a faculty member japan exchange and teaching program me jet senior administration technician contributed to various dpu data projects as a member of the enterprise asset management department led training seminars for gis training applications for the department of public utilities developed enterprise asset management gis applications and data solutions for dpu projects handled metrics and guidelines as it pertains to enterprise asset management,"circular economy, smart cities, teaching english as a foreign language, canva, microsoft office, international relations, project management, interpersonal skills, cross-cultural communication skills, data analysis, environmental, social, and governance (esg), enterprise risk management, business analysis, communication, qualified teacher, team building, early childhood education, adult education, sustainability, regional planning",22
external_validation_index_456,recruiter,"Kuwait City, Kuwait",Unknown,Kuwait,Field Marketing Intern,Allied Global Marketing,2019,BS in Business Administration,Business Administration: Management (BSBA),Business Administration,456,master s degree sports management,2020,2022,recruiter,full cycle recruiter specializing in fast focused placements across a range of industries including legal healthcare and corporate partners with clients to identify top tier talent for roles spanning from administrative support to executive leadership driven by precision speed and strong client relationships to deliver lasting hiring solutions,falcon recruitment,www.falconrecruiters.com,staffing and recruiting,united states,"boca raton, florida, united states",2025-10-01T00:00:00Z,academic advisor,manage a caseload of students primarily athletes supporting them academically and personally guide students through course registration transcript evaluation and graduation planning support re entry processes and assist students navigating academic or personal challenges maintain accurate confidential student records and graduation audits in line with academic standards,Keiser University Flagship,9.6,"spanish,microsoft office,microsoft excel,microsoft word,microsoft powerpoint,game breaker,hudl,synergy,public speaking,sports,teamwork,analytics,adobe photoshop",7,1,1,recruiter recruiter full cycle recruiter specializing in fast focused placements across a range of industries including legal healthcare and corporate partners with clients to identify top tier talent for roles spanning from administrative support to executive leadership driven by precision speed and strong client relationships to deliver lasting hiring solutions falcon recruitment academic advisor manage a caseload of students primarily athletes supporting them academically and personally guide students through course registration transcript evaluation and graduation planning support re entry processes and assist students navigating academic or personal challenges maintain accurate confidential student records and graduation audits in line with academic standards,"spanish, microsoft office, microsoft excel, microsoft word, microsoft powerpoint, game breaker, hudl, synergy, public speaking, sports, teamwork, analytics, adobe photoshop",13
external_validation_index_457,vice president corporate work study,Prattville,Alabama,United States,Unknown,Unknown,2019,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,457,master s degree business administration and management general,2018,2020,vice president corporate work study,,cristo rey jesuit high school baltimore,http://www.cristoreybalt.org,education management,united states,unknown,2025-08-01T00:00:00Z,sr manager education technology operations,,NACD (National Association of Corporate Directors),11.7,"student recruiting,expense reports,partner relationship management,product strategies,market research,strategic leadership,project plans,new hires,emotional intelligence,vlookup,pivot tables,nonprofit organizations,business relationship management,business relationship building,business management,group presentations,teaching,microsoft office,public speaking,strategy",7,0,0,vice president corporate work study vice president corporate work study cristo rey jesuit high school baltimore sr manager education technology operations,"student recruiting, expense reports, partner relationship management, product strategies, market research, strategic leadership, project plans, new hires, emotional intelligence, vlookup, pivot tables, nonprofit organizations, business relationship management, business relationship building, business management, group presentations, teaching, microsoft office, public speaking, strategy",20
external_validation_index_458,tax,Rockville,Maryland,United States,Tax,CohnReznick LLP,2020,Master of Science,Taxation (MS),Taxation,458,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,tax,,0
external_validation_index_459,director,Alexandria,Virginia,United States,Project Manager,Leidos,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,459,ma honors accounting and business management,2014,2018,director,,dari mooch,http://www.darimooch.com,personal care product manufacturing,pakistan,unknown,2024-07-01T00:00:00Z,ceo,,Dari Mooch,10.8,"microsoft office,product launch,microsoft excel,research,start-ups,business strategy,marketing strategy,social media,accounting,project management,financial analysis,marketing,strategic planning,market research,data analysis,e-commerce,business planning,strategy,microsoft powerpoint,microsoft word",5,0,0,director director dari mooch ceo,"microsoft office, product launch, microsoft excel, research, start-ups, business strategy, marketing strategy, social media, accounting, project management, financial analysis, marketing, strategic planning, market research, data analysis, e-commerce, business planning, strategy, microsoft powerpoint, microsoft word",20
external_validation_index_460,project manager,Alexandria,Virginia,United States,Project Manager,Leidos,2020,Master of Business Admin,Business Administration (MBA) [Online],Business Administration,460,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,project manager,,0
external_validation_index_461,product manager chatbot money movement conversational design,Ponte Vedra Beach,Florida,United States,Product Manager - Chatbot (Money Movement & Conversational Design),Citi,2020,BS in Business Administration,Business Administration: Self-Designed (BSBA),Business Administration,461,,NA,NA,,,,NA,unknown,unknown,unknown,NA,,,NA,0,,0,0,0,product manager chatbot money movement conversational design,,0
